SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,,,,,,
BIHAR,1999,1402.7,0.3,87.8,1192.9,121.7,,,,,,
BIHAR,2000,1207,12.7,137,1047.7,9.7,,,,,,
BIHAR,2001,1247,1.5,114,949.8,181.8,,,,,,
BIHAR,2002,1105.8,24.6,102.1,943.2,35.8,,,,,,
BIHAR,2003,1353.9,52.9,73.5,1082.3,145.2,,,,,,
BIHAR,2004,1147.8,24.8,107,956.4,59.5,,,,,,
BIHAR,2005,907.8,28.2,48.5,796.7,34.5,,,,,,
BIHAR,2006,1052.8,0.1,94.3,936.3,22.1,,,,,,
BIHAR,2007,1600.2,34.3,140.2,1369.4,56.2,,,,,,
BIHAR,2008,1197.7,30,62.6,1083.5,21.6,,,,,,
BIHAR,2009,889.3,0.7,102.5,707.7,78.4,,,,,,
BIHAR,2010,629.2,1.3,51.1,536.2,40.7,,,,,,
BIHAR,2011,1097.1,11.8,107.6,964.8,12.9,,,,,,
BIHAR,2012,1032.4,20.9,46.5,924.4,40.6,,,,,,
BIHAR,2013,1069.9,27.7,122.4,722.2,197.5,,,,,,
BIHAR,2014,1061,50.5,112.9,848.6,49,,,,,,
BIHAR,2015,872.7,14.6,105.5,742.3,10.4,,,,,,
EAST UTTAR PRADESH,1901,873.2,93.9,22.9,749.3,7.1,,,,,,
EAST UTTAR PRADESH,1902,905.2,8.3,25.9,856.6,14.5,,,,,,
EAST UTTAR PRADESH,1903,1216.4,8.6,17.3,865.8,324.7,,,,,,
EAST UTTAR PRADESH,1904,1071.2,8.8,37.4,931.1,93.9,,,,,,
EAST UTTAR PRADESH,1905,891.6,40.5,40.9,805.4,4.9,,,,,,
EAST UTTAR PRADESH,1906,997.7,64,20.3,908.2,5.2,,,,,,
EAST UTTAR PRADESH,1907,666.3,77,50.5,538.6,0.1,,,,,,
EAST UTTAR PRADESH,1908,744.7,34.9,13.7,683.9,12.2,,,,,,
EAST UTTAR PRADESH,1909,1106.9,13.9,73.2,990.2,29.5,,,,,,
EAST UTTAR PRADESH,1910,1116.4,4.6,30.8,949.8,131.2,,,,,,
EAST UTTAR PRADESH,1911,1113.9,40.2,35.3,901.8,136.6,,,,,,
EAST UTTAR PRADESH,1912,879.6,23.4,31,793.8,31.4,,,,,,
EAST UTTAR PRADESH,1913,861.4,37.7,101.2,692.6,29.9,,,,,,
EAST UTTAR PRADESH,1914,988.8,17.3,85.4,883.1,2.9,,,,,,
EAST UTTAR PRADESH,1915,1409.8,58,51.5,1197.9,102.5,,,,,,
EAST UTTAR PRADESH,1916,1201.9,20.1,14.2,1106.9,60.7,,,,,,
EAST UTTAR PRADESH,1917,1216.5,40.2,56,1060.3,60,,,,,,
EAST UTTAR PRADESH,1918,650.7,0.7,29.9,618.1,2.1,,,,,,
EAST UTTAR PRADESH,1919,1023.4,55.7,21.5,882.5,63.6,,,,,,
EAST UTTAR PRADESH,1920,860.2,12.6,30.3,814.2,3.1,,,,,,
EAST UTTAR PRADESH,1921,1114.7,41.9,11.5,1049.3,12.1,,,,,,
EAST UTTAR PRADESH,1922,1364,33.4,7.3,1304.1,19.2,,,,,,
EAST UTTAR PRADESH,1923,1076.2,39.3,5.7,920.7,110.5,,,,,,
EAST UTTAR PRADESH,1924,1119.9,18.8,3.4,1049.2,48.6,,,,,,
EAST UTTAR PRADESH,1925,1114.1,5.2,37.9,1054.1,16.9,,,,,,
EAST UTTAR PRADESH,1926,989.5,13.8,77.6,869.3,28.8,,,,,,
EAST UTTAR PRADESH,1927,1031.2,27.7,46.9,806.4,150.2,,,,,,
EAST UTTAR PRADESH,1928,804.8,109.2,25.1,586.5,84,,,,,,
EAST UTTAR PRADESH,1929,1014.8,43.8,21.2,853.5,96.3,,,,,,
EAST UTTAR PRADESH,1930,1069.5,28.1,14.8,971.1,55.6,,,,,,
EAST UTTAR PRADESH,1931,1047.1,27.9,10.6,905.9,102.7,,,,,,
EAST UTTAR PRADESH,1932,738.5,5.5,11.2,672.6,49.2,,,,,,
EAST UTTAR PRADESH,1933,977.5,33.3,86.6,757.1,100.5,,,,,,
EAST UTTAR PRADESH,1934,1068.4,35.3,15,1003.1,14.9,,,,,,
EAST UTTAR PRADESH,1935,919.8,37.9,11.1,856.2,14.6,,,,,,
EAST UTTAR PRADESH,1936,1545.5,37.4,32.8,1425.1,50.1,,,,,,
EAST UTTAR PRADESH,1937,1035.3,58.3,28.6,874.6,73.9,,,,,,
EAST UTTAR PRADESH,1938,1374.2,36,39.1,1265.6,33.4,,,,,,
EAST UTTAR PRADESH,1939,945,35,7.9,881.5,20.7,,,,,,
EAST UTTAR PRADESH,1940,866.8,29.2,46.9,759.1,31.7,,,,,,
EAST UTTAR PRADESH,1941,798.2,24.6,19.7,749.7,4.2,,,,,,
EAST UTTAR PRADESH,1942,1028.6,111.9,17.5,892.8,6.4,,,,,,
EAST UTTAR PRADESH,1943,1101.1,31.6,36.5,1017.5,15.4,,,,,,
EAST UTTAR PRADESH,1944,1061.5,60.8,82.3,867.5,50.8,,,,,,
EAST UTTAR PRADESH,1945,980.4,48.3,28.5,789,114.6,,,,,,
EAST UTTAR PRADESH,1946,1038.9,25.7,62.4,845.8,105,,,,,,
EAST UTTAR PRADESH,1947,1006.3,24.6,26.5,925.9,29.3,,,,,,
EAST UTTAR PRADESH,1948,1323.1,38.2,15.3,1187.8,81.9,,,,,,
EAST UTTAR PRADESH,1949,1131,45.1,33.5,965.2,87.2,,,,,,
EAST UTTAR PRADESH,1950,951.4,36.3,30.6,856,28.6,,,,,,
EAST UTTAR PRADESH,1951,752.5,38.3,30.2,669.3,14.8,,,,,,
EAST UTTAR PRADESH,1952,935.9,15.6,45.8,867.5,7.1,,,,,,
EAST UTTAR PRADESH,1953,1266.9,38.7,19.6,1203.3,5.3,,,,,,
EAST UTTAR PRADESH,1954,969.7,68.6,5.2,862,33.8,,,,,,
EAST UTTAR PRADESH,1955,1424.3,44,7.6,1273.6,99.2,,,,,,
EAST UTTAR PRADESH,1956,1254.1,27.2,53.1,959,214.9,,,,,,
EAST UTTAR PRADESH,1957,955.7,44.6,20,880.5,10.5,,,,,,
EAST UTTAR PRADESH,1958,1016.9,17.8,11.5,872.8,114.8,,,,,,
EAST UTTAR PRADESH,1959,869.2,57.4,44.9,639,127.9,,,,,,
EAST UTTAR PRADESH,1960,1170,9.7,45.1,977.8,137.4,,,,,,
EAST UTTAR PRADESH,1961,1214.3,50.3,8.3,939.6,216,,,,,,
EAST UTTAR PRADESH,1962,1072,45.6,17.2,1001.4,7.7,,,,,,
EAST UTTAR PRADESH,1963,996.3,17.1,38,906.7,34.5,,,,,,
EAST UTTAR PRADESH,1964,1036.6,8.2,47.3,953.6,27.6,,,,,,
EAST UTTAR PRADESH,1965,685.5,2.8,32,601.1,49.6,,,,,,
EAST UTTAR PRADESH,1966,707.8,22.3,8.6,632.5,44.4,,,,,,
EAST UTTAR PRADESH,1967,1029.4,2.2,47.8,945,34.4,,,,,,
EAST UTTAR PRADESH,1968,840,34.3,8.8,761.8,35.2,,,,,,
EAST UTTAR PRADESH,1969,1024.6,5.4,47.2,952,20,,,,,,
EAST UTTAR PRADESH,1970,1132.3,72.6,40.8,967.5,51.4,,,,,,
EAST UTTAR PRADESH,1971,1311.1,27.3,101.3,1106.3,76.3,,,,,,
EAST UTTAR PRADESH,1972,666.9,33.1,5.1,588.9,39.7,,,,,,
EAST UTTAR PRADESH,1973,955.7,30,18.7,797,110,,,,,,
EAST UTTAR PRADESH,1974,882.2,3.7,12.1,813,53.4,,,,,,
EAST UTTAR PRADESH,1975,1225.5,21.1,21.9,1142.2,40.3,,,,,,
EAST UTTAR PRADESH,1976,923.5,9.5,29.4,879.5,5.2,,,,,,
EAST UTTAR PRADESH,1977,914.1,14.1,40.8,777.1,82.2,,,,,,
EAST UTTAR PRADESH,1978,1116.3,55,47.8,995.9,17.6,,,,,,
EAST UTTAR PRADESH,1979,696.5,58.2,21.1,555.5,61.7,,,,,,
EAST UTTAR PRADESH,1980,1488.5,7.1,24.7,1426,30.7,,,,,,
EAST UTTAR PRADESH,1981,1110.1,23.3,45.8,1025.7,15.4,,,,,,
EAST UTTAR PRADESH,1982,1110.6,44.6,96.3,933.8,35.9,,,,,,
EAST UTTAR PRADESH,1983,1204.8,21.6,71.5,981.9,129.9,,,,,,
EAST UTTAR PRADESH,1984,1076.7,47.5,21.6,984.4,23.3,,,,,,
EAST UTTAR PRADESH,1985,1175.9,20.8,13.1,970.5,171.6,,,,,,
EAST UTTAR PRADESH,1986,935.3,43.5,32.4,784.4,75,,,,,,
EAST UTTAR PRADESH,1987,824.7,17.5,31.3,693.7,82.2,,,,,,
EAST UTTAR PRADESH,1988,1085.1,13.4,48.8,949.7,73.2,,,,,,
EAST UTTAR PRADESH,1989,969.9,18.8,16.6,911.3,23.2,,,,,,
EAST UTTAR PRADESH,1990,1106.1,42.6,53.6,990.6,19.3,,,,,,
EAST UTTAR PRADESH,1991,875.2,19.5,15.9,818.7,21.1,,,,,,
EAST UTTAR PRADESH,1992,863.4,17.7,15.5,719,111.2,,,,,,
EAST UTTAR PRADESH,1993,834,6.8,66.1,752.4,8.6,,,,,,
EAST UTTAR PRADESH,1994,910.2,46.9,17.3,835.8,10.2,,,,,,
EAST UTTAR PRADESH,1995,860.5,42.3,6.1,784.5,27.6,,,,,,
EAST UTTAR PRADESH,1996,1010.3,95.2,4.3,831,79.8,,,,,,
EAST UTTAR PRADESH,1997,493.3,6.4,29.7,434.3,23,,,,,,
EAST UTTAR PRADESH,1998,661,18.1,41,584.4,17.5,,,,,,
EAST UTTAR PRADESH,1999,952.8,15.5,23.8,839.4,74.1,,,,,,
EAST UTTAR PRADESH,2000,946.8,7.9,52,867.4,19.5,,,,,,
EAST UTTAR PRADESH,2001,973.8,2.6,32.2,860.9,78.1,,,,,,
EAST UTTAR PRADESH,2002,689.1,41.1,32.2,591.1,24.7,,,,,,
EAST UTTAR PRADESH,2003,1096.4,50.7,13.4,1015.3,16.9,,,,,,
EAST UTTAR PRADESH,2004,746.9,24.6,34.5,654.6,33.2,,,,,,
EAST UTTAR PRADESH,2005,770.3,28,19.2,694.8,28.2,,,,,,
EAST UTTAR PRADESH,2006,632.1,0,45.6,574.8,11.8,,,,,,
EAST UTTAR PRADESH,2007,741.2,46.7,57.2,621.6,15.7,,,,,,
EAST UTTAR PRADESH,2008,953.4,5.5,19.3,917.6,10.9,,,,,,
EAST UTTAR PRADESH,2009,610.2,1.1,24.2,496,88.9,,,,,,
EAST UTTAR PRADESH,2010,692.2,12.2,14.7,645.2,20.1,,,,,,
EAST UTTAR PRADESH,2011,781.2,3.7,36.7,740.2,0.6,,,,,,
EAST UTTAR PRADESH,2012,602.7,21.5,6.4,573.1,1.8,,,,,,
EAST UTTAR PRADESH,2013,1041.4,65.8,12.6,864,99,,,,,,
EAST UTTAR PRADESH,2014,701.2,73.3,27.7,517.1,83.1,,,,,,
EAST UTTAR PRADESH,2015,603.3,34.1,80,472,17.2,,,,,,
WEST UTTAR PRADESH,1901,775.9,76.9,15.8,667.7,15.4,,,,,,
WEST UTTAR PRADESH,1902,736.6,9.2,12.7,704.1,10.6,,,,,,
WEST UTTAR PRADESH,1903,808.4,13.7,9.4,607.6,177.6,,,,,,
WEST UTTAR PRADESH,1904,945.2,8.2,54.9,835.5,46.6,,,,,,
WEST UTTAR PRADESH,1905,433.5,59,25.5,345.9,3.1,,,,,,
WEST UTTAR PRADESH,1906,978.7,66.5,25.2,880.2,6.8,,,,,,
WEST UTTAR PRADESH,1907,589.5,78.6,54.4,456.6,0,,,,,,
WEST UTTAR PRADESH,1908,866.3,33.9,15.7,814.6,2.2,,,,,,
WEST UTTAR PRADESH,1909,903,22.8,71.9,775.8,32.5,,,,,,
WEST UTTAR PRADESH,1910,875.9,13.6,15,688.3,159,,,,,,
WEST UTTAR PRADESH,1911,751.6,64.3,32.6,598,56.7,,,,,,
WEST UTTAR PRADESH,1912,804.5,30.5,17.7,745.2,11,,,,,,
WEST UTTAR PRADESH,1913,495.3,37.6,80.8,368.9,8,,,,,,
WEST UTTAR PRADESH,1914,887.5,8.5,70.2,791.9,16.9,,,,,,
WEST UTTAR PRADESH,1915,802.5,80.9,69.6,631.7,20.2,,,,,,
WEST UTTAR PRADESH,1916,1114.2,18,13,1027,56.3,,,,,,
WEST UTTAR PRADESH,1917,1120.2,35.3,77,924.3,83.6,,,,,,
WEST UTTAR PRADESH,1918,371.9,7.9,21.4,337.8,4.8,,,,,,
WEST UTTAR PRADESH,1919,969.1,73,23.4,842.1,30.5,,,,,,
WEST UTTAR PRADESH,1920,622.8,14.5,29.7,576.8,1.8,,,,,,
WEST UTTAR PRADESH,1921,992.3,50.7,5.1,923.7,12.9,,,,,,
WEST UTTAR PRADESH,1922,1000.8,40.9,4.1,931.6,24.2,,,,,,
WEST UTTAR PRADESH,1923,902.3,44.6,7.8,772.4,77.5,,,,,,
WEST UTTAR PRADESH,1924,1064.1,49.4,10.2,938,66.6,,,,,,
WEST UTTAR PRADESH,1925,943.8,4.4,18.1,896.3,25.1,,,,,,
WEST UTTAR PRADESH,1926,917,21.1,93.2,778.8,23.8,,,,,,
WEST UTTAR PRADESH,1927,934.2,23,42.7,708.6,159.9,,,,,,
WEST UTTAR PRADESH,1928,644.6,118.5,18.4,437.1,70.7,,,,,,
WEST UTTAR PRADESH,1929,650.1,28.7,9.1,561,51.3,,,,,,
WEST UTTAR PRADESH,1930,788.1,42.1,7.4,703.6,35.1,,,,,,
WEST UTTAR PRADESH,1931,930.8,26.4,12.9,807,84.4,,,,,,
WEST UTTAR PRADESH,1932,706,4.2,20.1,665.1,16.6,,,,,,
WEST UTTAR PRADESH,1933,1035.3,20.2,58.9,868,88.3,,,,,,
WEST UTTAR PRADESH,1934,897.7,29.9,29.6,825.3,12.9,,,,,,
WEST UTTAR PRADESH,1935,784.6,50.3,19,683.7,31.7,,,,,,
WEST UTTAR PRADESH,1936,1218.4,20.3,31.9,1123.3,42.9,,,,,,
WEST UTTAR PRADESH,1937,676.7,64.9,23.7,574.3,13.8,,,,,,
WEST UTTAR PRADESH,1938,730.4,45.1,9.1,657.2,19,,,,,,
WEST UTTAR PRADESH,1939,721.1,29.2,9.8,678.9,3.2,,,,,,
WEST UTTAR PRADESH,1940,783.9,60.4,30.6,675.5,17.4,,,,,,
WEST UTTAR PRADESH,1941,516.4,43.9,17.6,448.4,6.5,,,,,,
WEST UTTAR PRADESH,1942,1088.2,87.5,12.6,974.4,13.7,,,,,,
WEST UTTAR PRADESH,1943,850.4,26.2,27.9,791.7,4.6,,,,,,
WEST UTTAR PRADESH,1944,770.3,75.6,69.9,602.2,22.7,,,,,,
WEST UTTAR PRADESH,1945,966,35.5,9.5,879.4,41.7,,,,,,
WEST UTTAR PRADESH,1946,896.6,19.4,33,787.9,56.4,,,,,,
WEST UTTAR PRADESH,1947,809.2,30.4,14.1,746.1,18.5,,,,,,
WEST UTTAR PRADESH,1948,1028.1,56,17.4,922,32.7,,,,,,
WEST UTTAR PRADESH,1949,906.7,38.9,17.4,829,21.4,,,,,,
WEST UTTAR PRADESH,1950,834,26.8,28.9,763.3,15,,,,,,
WEST UTTAR PRADESH,1951,728.9,24.6,53.1,626,25.2,,,,,,
WEST UTTAR PRADESH,1952,875.3,26.5,34.2,804.8,9.7,,,,,,
WEST UTTAR PRADESH,1953,761.8,37.5,13.3,709.4,1.7,,,,,,
WEST UTTAR PRADESH,1954,879.3,102.5,11.8,665,99.9,,,,,,
WEST UTTAR PRADESH,1955,1060.9,50.5,7.7,808.9,193.7,,,,,,
WEST UTTAR PRADESH,1956,1064.4,27.4,35,788.5,213.6,,,,,,
WEST UTTAR PRADESH,1957,1005.2,60,36.8,874.6,33.8,,,,,,
WEST UTTAR PRADESH,1958,1165.3,10.5,9.6,1013.2,132,,,,,,
WEST UTTAR PRADESH,1959,768.3,50.2,41.1,610.3,66.6,,,,,,
WEST UTTAR PRADESH,1960,1129.8,11.7,42.1,886.4,189.7,,,,,,
WEST UTTAR PRADESH,1961,1198.3,77.7,9.8,956.9,153.9,,,,,,
WEST UTTAR PRADESH,1962,798.2,52.6,18.1,719.7,7.8,,,,,,
WEST UTTAR PRADESH,1963,929.7,18.5,18.4,877.2,15.6,,,,,,
WEST UTTAR PRADESH,1964,1002,3.1,22.6,962.9,13.4,,,,,,
WEST UTTAR PRADESH,1965,673.5,18.4,42.2,586.9,26,,,,,,
WEST UTTAR PRADESH,1966,756,19,21.5,695.6,19.9,,,,,,
WEST UTTAR PRADESH,1967,1157.2,0.6,39.4,1048.6,68.5,,,,,,
WEST UTTAR PRADESH,1968,693.3,30.2,10.4,635.5,17.2,,,,,,
WEST UTTAR PRADESH,1969,878.1,8.8,31.4,822.2,15.8,,,,,,
WEST UTTAR PRADESH,1970,863.8,82.3,24.8,739.7,16.9,,,,,,
WEST UTTAR PRADESH,1971,1003.1,23.4,59.2,830,90.6,,,,,,
WEST UTTAR PRADESH,1972,585.1,30.3,8,528.3,18.5,,,,,,
WEST UTTAR PRADESH,1973,805.9,20.2,10.5,722.4,52.8,,,,,,
WEST UTTAR PRADESH,1974,668.9,0.9,8.7,601.5,57.7,,,,,,
WEST UTTAR PRADESH,1975,989.5,21.2,10.3,935.3,22.6,,,,,,
WEST UTTAR PRADESH,1976,653.2,13.4,16.2,620,3.6,,,,,,
WEST UTTAR PRADESH,1977,994.3,18.7,42.8,887.5,45.3,,,,,,
WEST UTTAR PRADESH,1978,1244.2,37.7,66.1,1127.9,12.5,,,,,,
WEST UTTAR PRADESH,1979,558,93.7,42.8,393.7,27.8,,,,,,
WEST UTTAR PRADESH,1980,984.7,9.2,21.9,917.9,35.6,,,,,,
WEST UTTAR PRADESH,1981,739.6,24.3,37.5,650,27.9,,,,,,
WEST UTTAR PRADESH,1982,969.1,38.8,126.2,769.4,34.7,,,,,,
WEST UTTAR PRADESH,1983,1191.7,33.5,99,994.4,64.7,,,,,,
WEST UTTAR PRADESH,1984,781.3,52.2,8.3,719.6,1.1,,,,,,
WEST UTTAR PRADESH,1985,957.2,7.5,14.7,776,159,,,,,,
WEST UTTAR PRADESH,1986,715.2,61.3,39.5,584.3,30.1,,,,,,
WEST UTTAR PRADESH,1987,466.8,28.4,44.2,356.1,38.1,,,,,,
WEST UTTAR PRADESH,1988,1035.6,14.9,40.7,956,24,,,,,,
WEST UTTAR PRADESH,1989,657.3,25.7,17,596.1,18.4,,,,,,
WEST UTTAR PRADESH,1990,958,67.5,39.7,826.4,24.5,,,,,,
WEST UTTAR PRADESH,1991,748.7,21.8,13.1,684.3,29.6,,,,,,
WEST UTTAR PRADESH,1992,820.6,23.9,12.1,708.3,76.3,,,,,,
WEST UTTAR PRADESH,1993,771.9,17.1,37.4,702.2,15.1,,,,,,
WEST UTTAR PRADESH,1994,806.8,41.2,18.9,746.6,0.2,,,,,,
WEST UTTAR PRADESH,1995,826.8,41.3,11.6,771.7,2.2,,,,,,
WEST UTTAR PRADESH,1996,941.2,80.6,6.9,817.5,36.2,,,,,,
WEST UTTAR PRADESH,1997,445.2,4.5,44.3,374.2,22.1,,,,,,
WEST UTTAR PRADESH,1998,867.2,11.4,42.9,772.7,40.2,,,,,,
WEST UTTAR PRADESH,1999,786.4,20.5,8.3,723.5,34.2,,,,,,
WEST UTTAR PRADESH,2000,771.4,31.7,27.4,712.2,0.1,,,,,,
WEST UTTAR PRADESH,2001,661.7,4.8,44.2,595.2,17.6,,,,,,
WEST UTTAR PRADESH,2002,625.2,54.5,24.2,529,17.6,,,,,,
WEST UTTAR PRADESH,2003,1047.5,59,12.9,960.5,15.1,,,,,,
WEST UTTAR PRADESH,2004,642.3,21.3,41.7,517.9,61.4,,,,,,
WEST UTTAR PRADESH,2005,725.7,28,30.7,663.9,3.1,,,,,,
WEST UTTAR PRADESH,2006,529.3,0.5,58.3,452,18.4,,,,,,
WEST UTTAR PRADESH,2007,572.5,67.3,49.3,452.7,3.2,,,,,,
WEST UTTAR PRADESH,2008,799.8,1.2,28.8,760.7,9.1,,,,,,
WEST UTTAR PRADESH,2009,549.2,5.2,22.7,445.3,76,,,,,,
WEST UTTAR PRADESH,2010,820.7,16.8,10,772.3,21.6,,,,,,
WEST UTTAR PRADESH,2011,777.4,12.5,36.3,725.9,2.7,,,,,,
WEST UTTAR PRADESH,2012,389.6,14.5,6.4,366,2.7,,,,,,
WEST UTTAR PRADESH,2013,932.8,89.9,7.2,763.8,71.8,,,,,,
WEST UTTAR PRADESH,2014,486.9,77.7,39,339.4,30.8,,,,,,
WEST UTTAR PRADESH,2015,582.7,38.8,95.9,436.1,11.9,,,,,,
UTTARAKHAND,1901,1562.5,215.9,111.3,1194.1,41.3,,,,,,
UTTARAKHAND,1902,1324.2,17.1,168.1,1105.1,34,,,,,,
UTTARAKHAND,1903,1306.5,75.9,135.4,1026.5,68.7,,,,,,
UTTARAKHAND,1904,1492,45.2,153,1221,72.9,,,,,,
UTTARAKHAND,1905,1302.1,196,196.2,890.4,19.5,,,,,,
UTTARAKHAND,1906,1537.9,188.1,91.5,1232.6,25.8,,,,,,
UTTARAKHAND,1907,1194.4,181,243.7,769.1,0.5,,,,,,
UTTARAKHAND,1908,1256.2,124,84.4,1036.1,11.7,,,,,,
UTTARAKHAND,1909,1717.7,118.9,89.8,1430.8,78.2,,,,,,
UTTARAKHAND,1910,1963.9,73.3,92.8,1517.3,280.5,,,,,,
UTTARAKHAND,1911,1542.9,215.5,230.2,1001.7,95.4,,,,,,
UTTARAKHAND,1912,1394.5,110.2,123.7,1119.2,41.5,,,,,,
UTTARAKHAND,1913,1137.6,103.2,193,789.1,52.3,,,,,,
UTTARAKHAND,1914,1940.9,120.8,248.2,1522,49.9,,,,,,
UTTARAKHAND,1915,1601.3,158.7,198.9,1218.2,25.6,,,,,,
UTTARAKHAND,1916,1678.8,39.6,71.4,1483.9,83.8,,,,,,
UTTARAKHAND,1917,2102.9,63,263.2,1637.6,139.1,,,,,,
UTTARAKHAND,1918,1215.2,17.2,205.9,961.5,30.6,,,,,,
UTTARAKHAND,1919,1583.1,205.6,135.2,1189.4,52.9,,,,,,
UTTARAKHAND,1920,1328.4,58.8,176,1078.1,15.4,,,,,,
UTTARAKHAND,1921,1848.7,106.6,35.8,1645.7,60.6,,,,,,
UTTARAKHAND,1922,1860,120.8,44.8,1638.3,56.2,,,,,,
UTTARAKHAND,1923,1582.9,227.1,56.2,1175.1,124.5,,,,,,
UTTARAKHAND,1924,1927.1,102.7,77.9,1555.1,191.5,,,,,,
UTTARAKHAND,1925,1535,52,112.1,1314,56.8,,,,,,
UTTARAKHAND,1926,1381.2,50.2,252.8,1044.1,34.2,,,,,,
UTTARAKHAND,1927,1649.9,135.5,144.5,1195.9,174,,,,,,
UTTARAKHAND,1928,1241.9,239.6,86,863.6,52.6,,,,,,
UTTARAKHAND,1929,1212.2,86.1,59.3,886.9,180,,,,,,
UTTARAKHAND,1930,1271.2,138.4,126.5,950.9,55.3,,,,,,
UTTARAKHAND,1931,1334.1,97.7,103.9,1016.5,116.1,,,,,,
UTTARAKHAND,1932,1369.6,20.3,74.2,1204.9,70.2,,,,,,
UTTARAKHAND,1933,1595.8,118.9,165.3,1182.3,129.2,,,,,,
UTTARAKHAND,1934,1339,76.7,50.2,1168.6,43.5,,,,,,
UTTARAKHAND,1935,1137.2,127.5,68.7,912.1,29,,,,,,
UTTARAKHAND,1936,1912.3,61.6,168.6,1547.5,134.6,,,,,,
UTTARAKHAND,1937,1533.6,159.8,98.6,1222.9,52.3,,,,,,
UTTARAKHAND,1938,1529.3,208,49,1260,12.3,,,,,,
UTTARAKHAND,1939,1142.6,103.2,63.7,951.5,24.2,,,,,,
UTTARAKHAND,1940,1223.7,149.7,123.3,913.7,37,,,,,,
UTTARAKHAND,1941,1061.6,95.5,85.8,821.5,58.8,,,,,,
UTTARAKHAND,1942,1711.4,190.8,105.9,1352.1,62.7,,,,,,
UTTARAKHAND,1943,1366.7,78.8,97.2,1190,0.7,,,,,,
UTTARAKHAND,1944,1198.9,148.7,132.2,885.6,32.5,,,,,,
UTTARAKHAND,1945,1648,124.8,98.6,1330.8,93.9,,,,,,
UTTARAKHAND,1946,1526.7,48.4,206.7,1184.6,86.9,,,,,,
UTTARAKHAND,1947,1359.8,98.9,98.3,1134.8,27.8,,,,,,
UTTARAKHAND,1948,1535.4,104.5,180.5,1187.8,62.5,,,,,,
UTTARAKHAND,1949,1412.1,142.8,121.1,1121.1,27.2,,,,,,
UTTARAKHAND,1950,1584.1,89.8,97.8,1387.2,9.3,,,,,,
UTTARAKHAND,1951,1174.3,95.7,139.1,882,57.4,,,,,,
UTTARAKHAND,1952,1477.8,100.5,180.2,1175.9,21.2,,,,,,
UTTARAKHAND,1953,1565.8,132.9,124.2,1263.9,44.8,,,,,,
UTTARAKHAND,1954,1862.9,273.6,55,1368.7,165.5,,,,,,
UTTARAKHAND,1955,1666.9,98.9,112.8,1172.8,282.4,,,,,,
UTTARAKHAND,1956,1943,65.4,252.8,1222.3,402.4,,,,,,
UTTARAKHAND,1957,1780.7,173,226.7,1240.3,140.6,,,,,,
UTTARAKHAND,1958,1499,75.6,88.3,1201.5,133.6,,,,,,
UTTARAKHAND,1959,1743,161.2,127.4,1339.3,115,,,,,,
UTTARAKHAND,1960,1540.1,81.5,154.6,1209,95.1,,,,,,
UTTARAKHAND,1961,1948.3,260,85.6,1409.4,193.3,,,,,,
UTTARAKHAND,1962,1647.4,165.8,117.4,1292.8,71.5,,,,,,
UTTARAKHAND,1963,1802,52.8,231.6,1422.5,95,,,,,,
UTTARAKHAND,1964,1769.6,162.2,218.6,1356.2,32.6,,,,,,
UTTARAKHAND,1965,1305.7,204,225.4,828.6,47.7,,,,,,
UTTARAKHAND,1966,1465.8,89.8,143.5,1168.9,63.6,,,,,,
UTTARAKHAND,1967,1556.2,46.1,161.7,1224,124.3,,,,,,
UTTARAKHAND,1968,1478.6,296,126.9,1002.4,53.3,,,,,,
UTTARAKHAND,1969,1635.7,122.9,186.7,1299.6,26.5,,,,,,
UTTARAKHAND,1970,1293.5,129.9,107.3,1025.3,31.1,,,,,,
UTTARAKHAND,1971,1803.8,153.9,384.5,1163.6,101.9,,,,,,
UTTARAKHAND,1972,1077.8,122,102.6,809.6,43.6,,,,,,
UTTARAKHAND,1973,1239.7,138.7,94.5,948.9,57.6,,,,,,
UTTARAKHAND,1974,1161.8,84.8,52.5,929.4,95.1,,,,,,
UTTARAKHAND,1975,1580.3,145.8,107.1,1305.5,21.9,,,,,,
UTTARAKHAND,1976,986.3,71.1,93.8,814.6,6.8,,,,,,
UTTARAKHAND,1977,1416.3,54.7,170.8,1109.6,81.1,,,,,,
UTTARAKHAND,1978,2031.4,117.7,290.2,1558.5,65,,,,,,
UTTARAKHAND,1979,1072.3,119,153.5,747.5,52.3,,,,,,
UTTARAKHAND,1980,1333.5,77.4,97.3,1097.2,61.6,,,,,,
UTTARAKHAND,1981,1356.1,95.4,182.3,1016.7,61.7,,,,,,
UTTARAKHAND,1982,1372.1,120.5,298.5,900.4,52.7,,,,,,
UTTARAKHAND,1983,1525.3,126.4,326.1,1008.3,64.5,,,,,,
UTTARAKHAND,1984,1339.1,148.5,84,1070.6,35.9,,,,,,
UTTARAKHAND,1985,1653.7,63.9,118.4,1173.8,297.6,,,,,,
UTTARAKHAND,1986,1514.5,72.2,305.9,997.1,139.3,,,,,,
UTTARAKHAND,1987,987.3,91.5,227.1,631.1,37.5,,,,,,
UTTARAKHAND,1988,1602.4,99.7,208.1,1213.4,81.2,,,,,,
UTTARAKHAND,1989,1263.8,105.7,68.7,1021.4,67.9,,,,,,
